sigla_tribunal,procedimento,ramo_justica,sigla_grau,uf_oj,municipio_oj,id_ultimo_oj,nome,mesano_cnm1,mesano_sent,casos_novos_2026,julgados_2026,prim_sent2026,suspensos_2026,dessobrestados_2026,cumprimento_meta1,distm2_a,julgm2_a,suspm2_a,cumprimento_meta2a,distm2_ant,julgm2_ant,suspm2_ant,desom2_ant,cumprimento_meta2ant,distm4_a,julgm4_a,suspm4_a,cumprimento_meta4a,distm4_b,julgm4_b,suspm4_b,cumprimento_meta4b
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15330,371ª ZONA ELEITORAL - SÃO PAULO - GRAJAÚ,Dez 2025,Jun 2024,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15330,371ª ZONA ELEITORAL - SÃO PAULO - GRAJAÚ,Dez 2025,Mai 2024,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15330,371ª ZONA ELEITORAL - SÃO PAULO - GRAJAÚ,Dez 2025,NA NA,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15332,373ª ZONA ELEITORAL - SÃO PAULO - CAPÃO REDONDO,Dez 2025,Abr 2018,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15332,373ª ZONA ELEITORAL - SÃO PAULO - CAPÃO REDONDO,Dez 2025,Jun 2023,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15332,373ª ZONA ELEITORAL - SÃO PAULO - CAPÃO REDONDO,Dez 2025,Mar 2020,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15332,373ª ZONA ELEITORAL - SÃO PAULO - CAPÃO REDONDO,Dez 2025,NA NA,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15332,373ª ZONA ELEITORAL - SÃO PAULO - CAPÃO REDONDO,Dez 2025,Nov 2024,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15333,374ª ZONA ELEITORAL - SÃO PAULO - RIO PEQUENO,Dez 2025,Abr 2024,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15333,374ª ZONA ELEITORAL - SÃO PAULO - RIO PEQUENO,Dez 2025,Ago 2023,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15333,374ª ZONA ELEITORAL - SÃO PAULO - RIO PEQUENO,Dez 2025,Ago 2024,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15333,374ª ZONA ELEITORAL - SÃO PAULO - RIO PEQUENO,Dez 2025,Jan 2017,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15333,374ª ZONA ELEITORAL - SÃO PAULO - RIO PEQUENO,Dez 2025,Jan 2022,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15333,374ª ZONA ELEITORAL - SÃO PAULO - RIO PEQUENO,Dez 2025,Jan 2026,0,2,2,0,0,Inf,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15333,374ª ZONA ELEITORAL - SÃO PAULO - RIO PEQUENO,Dez 2025,Jun 2023,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15333,374ª ZONA ELEITORAL - SÃO PAULO - RIO PEQUENO,Dez 2025,Mai 2023,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15333,374ª ZONA ELEITORAL - SÃO PAULO - RIO PEQUENO,Dez 2025,NA NA,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15333,374ª ZONA ELEITORAL - SÃO PAULO - RIO PEQUENO,Dez 2025,Nov 2021,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15333,374ª ZONA ELEITORAL - SÃO PAULO - RIO PEQUENO,Dez 2025,Set 2015,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15334,375ª ZONA ELEITORAL - SÃO PAULO - SÃO MATEUS,Dez 2025,NA NA,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15334,375ª ZONA ELEITORAL - SÃO PAULO - SÃO MATEUS,Dez 2025,Nov 2020,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15334,375ª ZONA ELEITORAL - SÃO PAULO - SÃO MATEUS,Dez 2025,Nov 2025,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15335,376ª ZONA ELEITORAL - SÃO PAULO - BRASILÂNDIA,Dez 2025,Dez 2023,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15335,376ª ZONA ELEITORAL - SÃO PAULO - BRASILÂNDIA,Dez 2025,Fev 2022,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15335,376ª ZONA ELEITORAL - SÃO PAULO - BRASILÂNDIA,Dez 2025,Fev 2024,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15335,376ª ZONA ELEITORAL - SÃO PAULO - BRASILÂNDIA,Dez 2025,Jul 2016,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15335,376ª ZONA ELEITORAL - SÃO PAULO - BRASILÂNDIA,Dez 2025,Jun 2018,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15335,376ª ZONA ELEITORAL - SÃO PAULO - BRASILÂNDIA,Dez 2025,Mai 2020,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15335,376ª ZONA ELEITORAL - SÃO PAULO - BRASILÂNDIA,Dez 2025,Mar 2022,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15335,376ª ZONA ELEITORAL - SÃO PAULO - BRASILÂNDIA,Dez 2025,NA NA,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15340,381ª ZONA ELEITORAL - SÃO PAULO - PARELHEIROS,Dez 2025,Dez 2024,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15340,381ª ZONA ELEITORAL - SÃO PAULO - PARELHEIROS,Dez 2025,Mai 2023,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15340,381ª ZONA ELEITORAL - SÃO PAULO - PARELHEIROS,Dez 2025,Nov 2025,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15340,381ª ZONA ELEITORAL - SÃO PAULO - PARELHEIROS,Dez 2025,Set 2024,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15348,389ª ZONA ELEITORAL - SÃO PAULO - PERUS,Dez 2025,NA NA,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15348,389ª ZONA ELEITORAL - SÃO PAULO - PERUS,Dez 2025,Nov 2015,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15349,390ª ZONA ELEITORAL - SÃO PAULO - CANGAÍBA,Dez 2025,Dez 2025,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15349,390ª ZONA ELEITORAL - SÃO PAULO - CANGAÍBA,Dez 2025,Fev 2022,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15349,390ª ZONA ELEITORAL - SÃO PAULO - CANGAÍBA,Dez 2025,NA NA,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15349,390ª ZONA ELEITORAL - SÃO PAULO - CANGAÍBA,Dez 2025,Nov 2023,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15351,392ª ZONA ELEITORAL - SÃO PAULO - PONTE RASA,Dez 2025,Out 2022,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15356,397ª ZONA ELEITORAL - SÃO PAULO - JARDIM HELENA,Dez 2025,Fev 2026,0,1,1,0,0,Inf,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15356,397ª ZONA ELEITORAL - SÃO PAULO - JARDIM HELENA,Dez 2025,Nov 2015,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15357,398ª ZONA ELEITORAL - SÃO PAULO - VILA JACUÍ,Dez 2025,Ago 2015,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15362,403ª ZONA ELEITORAL - SÃO PAULO - JARAGUÁ,Dez 2025,Abr 2022,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15362,403ª ZONA ELEITORAL - SÃO PAULO - JARAGUÁ,Dez 2025,Fev 2026,0,1,1,0,0,Inf,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15362,403ª ZONA ELEITORAL - SÃO PAULO - JARAGUÁ,Dez 2025,Nov 2024,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15363,404ª ZONA ELEITORAL - SÃO PAULO - CIDADE TIRADENTES,Dez 2025,Abr 2024,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15363,404ª ZONA ELEITORAL - SÃO PAULO - CIDADE TIRADENTES,Dez 2025,Fev 2026,0,1,1,0,0,Inf,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15363,404ª ZONA ELEITORAL - SÃO PAULO - CIDADE TIRADENTES,Dez 2025,Jul 2022,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15363,404ª ZONA ELEITORAL - SÃO PAULO - CIDADE TIRADENTES,Dez 2025,Mai 2020,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15363,404ª ZONA ELEITORAL - SÃO PAULO - CIDADE TIRADENTES,Dez 2025,NA NA,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15363,404ª ZONA ELEITORAL - SÃO PAULO - CIDADE TIRADENTES,Dez 2025,Set 2020,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15364,405ª ZONA ELEITORAL - SÃO PAULO - CONJUNTO JOSÉ BONIFÁCIO,Dez 2025,NA NA,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15367,408ª ZONA ELEITORAL - SÃO PAULO - JARDIM SÃO LUÍS,Dez 2025,Jan 2018,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15367,408ª ZONA ELEITORAL - SÃO PAULO - JARDIM SÃO LUÍS,Dez 2025,Jul 2021,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15367,408ª ZONA ELEITORAL - SÃO PAULO - JARDIM SÃO LUÍS,Dez 2025,Jun 2022,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15367,408ª ZONA ELEITORAL - SÃO PAULO - JARDIM SÃO LUÍS,Dez 2025,Mar 2021,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15367,408ª ZONA ELEITORAL - SÃO PAULO - JARDIM SÃO LUÍS,Dez 2025,Mar 2024,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15367,408ª ZONA ELEITORAL - SÃO PAULO - JARDIM SÃO LUÍS,Dez 2025,NA NA,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15371,413ª ZONA ELEITORAL - SÃO PAULO - CURSINO,Dez 2025,Abr 2022,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15371,413ª ZONA ELEITORAL - SÃO PAULO - CURSINO,Dez 2025,Jun 2022,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15371,413ª ZONA ELEITORAL - SÃO PAULO - CURSINO,Dez 2025,NA NA,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15371,413ª ZONA ELEITORAL - SÃO PAULO - CURSINO,Dez 2025,Nov 2022,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15375,417ª ZONA ELEITORAL - SÃO PAULO - PARQUE DO CARMO,Dez 2025,Mar 2024,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15376,418ª ZONA ELEITORAL - SÃO PAULO - PEDREIRA,Dez 2025,Fev 2020,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15376,418ª ZONA ELEITORAL - SÃO PAULO - PEDREIRA,Dez 2025,Mai 2022,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15376,418ª ZONA ELEITORAL - SÃO PAULO - PEDREIRA,Dez 2025,Mar 2024,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15376,418ª ZONA ELEITORAL - SÃO PAULO - PEDREIRA,Dez 2025,NA NA,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15378,420ª ZONA ELEITORAL - SÃO PAULO - VILA SABRINA,Dez 2025,Mai 2024,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15378,420ª ZONA ELEITORAL - SÃO PAULO - VILA SABRINA,Dez 2025,NA NA,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15379,421ª ZONA ELEITORAL - SÃO PAULO - TEOTÔNIO VILELA,Dez 2025,Dez 2023,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15379,421ª ZONA ELEITORAL - SÃO PAULO - TEOTÔNIO VILELA,Dez 2025,Dez 2025,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15379,421ª ZONA ELEITORAL - SÃO PAULO - TEOTÔNIO VILELA,Dez 2025,NA NA,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15380,422ª ZONA ELEITORAL - SÃO PAULO - LAUZANE PAULISTA,Dez 2025,Fev 2020,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15380,422ª ZONA ELEITORAL - SÃO PAULO - LAUZANE PAULISTA,Dez 2025,Jul 2018,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15380,422ª ZONA ELEITORAL - SÃO PAULO - LAUZANE PAULISTA,Dez 2025,Mai 2020,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15380,422ª ZONA ELEITORAL - SÃO PAULO - LAUZANE PAULISTA,Dez 2025,Mai 2022,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15380,422ª ZONA ELEITORAL - SÃO PAULO - LAUZANE PAULISTA,Dez 2025,Mar 2020,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15380,422ª ZONA ELEITORAL - SÃO PAULO - LAUZANE PAULISTA,Dez 2025,Mar 2022,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15380,422ª ZONA ELEITORAL - SÃO PAULO - LAUZANE PAULISTA,Dez 2025,NA NA,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G1,SP,SAO PAULO,15380,422ª ZONA ELEITORAL - SÃO PAULO - LAUZANE PAULISTA,Dez 2025,Out 2015,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G2,SP,SAO PAULO,43181,PRESIDÊNCIA,Dez 2025,Abr 2013,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G2,SP,SAO PAULO,43181,PRESIDÊNCIA,Dez 2025,Abr 2017,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G2,SP,SAO PAULO,43181,PRESIDÊNCIA,Dez 2025,Abr 2018,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G2,SP,SAO PAULO,43181,PRESIDÊNCIA,Dez 2025,Abr 2019,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G2,SP,SAO PAULO,43181,PRESIDÊNCIA,Dez 2025,Abr 2022,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G2,SP,SAO PAULO,43181,PRESIDÊNCIA,Dez 2025,Abr 2025,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G2,SP,SAO PAULO,43181,PRESIDÊNCIA,Dez 2025,Ago 2013,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G2,SP,SAO PAULO,43181,PRESIDÊNCIA,Dez 2025,Ago 2016,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G2,SP,SAO PAULO,43181,PRESIDÊNCIA,Dez 2025,Ago 2017,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G2,SP,SAO PAULO,43181,PRESIDÊNCIA,Dez 2025,Ago 2018,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G2,SP,SAO PAULO,43181,PRESIDÊNCIA,Dez 2025,Ago 2020,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G2,SP,SAO PAULO,43181,PRESIDÊNCIA,Dez 2025,Ago 2021,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G2,SP,SAO PAULO,43181,PRESIDÊNCIA,Dez 2025,Ago 2022,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G2,SP,SAO PAULO,43181,PRESIDÊNCIA,Dez 2025,Dez 2015,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G2,SP,SAO PAULO,43181,PRESIDÊNCIA,Dez 2025,Dez 2016,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G2,SP,SAO PAULO,43181,PRESIDÊNCIA,Dez 2025,Dez 2017,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G2,SP,SAO PAULO,43181,PRESIDÊNCIA,Dez 2025,Dez 2018,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G2,SP,SAO PAULO,43181,PRESIDÊNCIA,Dez 2025,Dez 2019,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G2,SP,SAO PAULO,43181,PRESIDÊNCIA,Dez 2025,Dez 2020,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G2,SP,SAO PAULO,43181,PRESIDÊNCIA,Dez 2025,Fev 2016,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G2,SP,SAO PAULO,43181,PRESIDÊNCIA,Dez 2025,Fev 2017,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G2,SP,SAO PAULO,43181,PRESIDÊNCIA,Dez 2025,Fev 2020,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G2,SP,SAO PAULO,43181,PRESIDÊNCIA,Dez 2025,Fev 2021,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G2,SP,SAO PAULO,43181,PRESIDÊNCIA,Dez 2025,Jan 2016,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G2,SP,SAO PAULO,43181,PRESIDÊNCIA,Dez 2025,Jan 2019,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G2,SP,SAO PAULO,43181,PRESIDÊNCIA,Dez 2025,Jan 2020,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G2,SP,SAO PAULO,43181,PRESIDÊNCIA,Dez 2025,Jan 2021,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G2,SP,SAO PAULO,43181,PRESIDÊNCIA,Dez 2025,Jul 2016,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G2,SP,SAO PAULO,43181,PRESIDÊNCIA,Dez 2025,Jul 2018,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G2,SP,SAO PAULO,43181,PRESIDÊNCIA,Dez 2025,Jul 2019,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G2,SP,SAO PAULO,43181,PRESIDÊNCIA,Dez 2025,Jul 2020,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G2,SP,SAO PAULO,43181,PRESIDÊNCIA,Dez 2025,Jul 2021,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G2,SP,SAO PAULO,43181,PRESIDÊNCIA,Dez 2025,Jun 2013,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G2,SP,SAO PAULO,43181,PRESIDÊNCIA,Dez 2025,Jun 2016,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G2,SP,SAO PAULO,43181,PRESIDÊNCIA,Dez 2025,Jun 2017,0,0,0,0,0,,,,,,,,,,,,,,,,,,
TRE-SP,Conhecimento não criminal,Justiça Eleitoral,G2,SP,SAO PAULO,43181,PRESIDÊNCIA,Dez 2025,Jun 2018,0,0,0,0,0,,,,,,,,,,,,,,,,,,
