municipio_oj,Meta1,Meta2A,Meta2Ant,Meta4A,Meta4B
BARRA MANSA,0.0,142.2717,0.0,0.0,0.0
BELFORD ROXO,0.0,139.8496,0.0,0.0,0.0
BOM JESUS DO ITABAPOANA,0.0,140.3941,0.0,0.0,0.0
CABO FRIO,0.0,137.6243,0.0,0.0,0.0
CACHOEIRAS DE MACACU,50.0,141.196,0.0,0.0,0.0
CAMBUCI,0.0,142.8571,0.0,0.0,0.0
CAMPOS DOS GOYTACAZES,0.0,135.7365,0.0,0.0,0.0
CARMO,0.0,141.4702,0.0,0.0,0.0
CASIMIRO DE ABREU,0.0,142.8571,0.0,0.0,0.0
CONCEICAO DE MACABU,87.5,130.2521,0.0,0.0,0.0
CORDEIRO,0.0,142.8571,0.0,0.0,0.0
DUQUE DE CAXIAS,0.0,139.3005,0.0,0.0,0.0
ENGENHEIRO PAULO DE FRONTIN,0.0,129.5863,0.0,0.0,0.0
GUAPIMIRIM,0.0,76.3547,0.0,0.0,0.0
IGUABA GRANDE,0.0,136.9048,0.0,0.0,0.0
ITABORAI,0.0,141.1863,0.0,0.0,0.0
ITAGUAI,0.0,141.4357,0.0,0.0,0.0
ITALVA,0.0,142.8571,0.0,0.0,0.0
ITAOCARA,0.0,142.8571,0.0,0.0,0.0
ITAPERUNA,50.0,139.2729,0.0,0.0,0.0
JAPERI,100.0,141.252,0.0,0.0,0.0
MACAE,0.0,140.2214,0.0,0.0,0.0
MAGE,0.0,132.6531,0.0,0.0,0.0
MANGARATIBA,0.0,139.9885,0.0,0.0,0.0
MARICA,0.0,140.9266,0.0,0.0,0.0
MENDES,0.0,142.8571,0.0,0.0,0.0
MIGUEL PEREIRA,0.0,142.8571,0.0,0.0,0.0
MIRACEMA,0.0,139.2857,0.0,0.0,0.0
NATIVIDADE,0.0,142.2107,0.0,0.0,0.0
NITEROI,0.0,140.838,0.0,0.0,0.0
NOVA FRIBURGO,0.0,142.8571,0.0,0.0,0.0
NOVA IGUACU,0.0,141.0788,0.0,0.0,0.0
PARACAMBI,37.5,142.8571,0.0,0.0,0.0
PARAIBA DO SUL,0.0,142.8571,0.0,0.0,0.0
PARATI,0.0,142.2165,0.0,0.0,0.0
PETROPOLIS,28.5714,137.457,0.0,0.0,0.0
PIRAI,0.0,142.8571,0.0,0.0,0.0
PORCIUNCULA,0.0,130.2739,0.0,0.0,0.0
PORTO REAL,0.0,142.8571,0.0,0.0,0.0
QUEIMADOS,0.0,141.7937,0.0,0.0,0.0
QUISSAMA,0.0,134.4985,0.0,0.0,0.0
RESENDE,20.0,134.3601,0.0,0.0,0.0
RIO BONITO,0.0,112.917,0.0,0.0,0.0
RIO CLARO,111.7647,139.4759,0.0,0.0,14.2857
RIO DAS OSTRAS,0.0,136.5876,0.0,0.0,0.0
RIO DE JANEIRO,32.0755,104.8869,0.0,0.0,0.0
SANTO ANTONIO DE PADUA,0.0,142.8571,0.0,0.0,0.0
SAO FIDELIS,0.0,142.8571,0.0,0.0,0.0
SAO FRANCISCO DE ITABAPOANA,0.0,142.8571,0.0,0.0,0.0
SAO GONCALO,100.0,119.0476,0.0,0.0,0.0
SAO JOAO DA BARRA,6.25,141.136,0.0,0.0,0.0
SAO JOAO DE MERITI,0.0,136.3636,0.0,0.0,0.0
SAO PEDRO DA ALDEIA,0.0,132.7801,0.0,0.0,0.0
SAO SEBASTIAO DO ALTO,0.0,139.881,0.0,0.0,0.0
SAPUCAIA,0.0,140.8451,0.0,0.0,0.0
SAQUAREMA,0.0,139.7125,0.0,0.0,0.0
SEROPEDICA,0.0,84.8927,0.0,0.0,0.0
SILVA JARDIM,10.0,142.8571,0.0,0.0,0.0
SUMIDOURO,0.0,102.0408,0.0,0.0,0.0
TERESOPOLIS,0.0,142.471,0.0,0.0,0.0
TRES RIOS,3.4483,135.2622,0.0,0.0,0.0
VASSOURAS,0.0,142.8571,0.0,0.0,0.0
VOLTA REDONDA,0.0,142.1865,0.0,0.0,0.0
NILOPOLIS,0.0,142.8571,0.0,0.0,0.0
SAO JOSE DO VALE DO RIO PRETO,0.0,142.8571,0.0,0.0,0.0
ACARI,0.0,141.4286,0.0,0.0,0.0
ALEXANDRIA,72.7273,141.5701,0.0,0.0,0.0
ANGICOS,73.3333,141.1463,0.0,0.0,0.0
APODI,0.0,142.0591,0.0,0.0,0.0
AREIA BRANCA,44.1176,141.3127,0.0,0.0,0.0
AÇU,93.75,142.2668,0.0,0.0,0.0
CAICO,22.2222,142.8571,0.0,100.0,100.0
CANGUARETAMA,33.3333,141.4634,0.0,0.0,0.0
CARAUBAS,0.0,142.8571,0.0,0.0,0.0
CEARA-MIRIM,42.1053,142.3948,0.0,0.0,0.0
CURRAIS NOVOS,0.0,139.9885,0.0,0.0,0.0
EXTREMOZ,85.7143,140.4959,0.0,0.0,100.0
FLORANIA,0.0,142.8571,0.0,0.0,0.0
GOIANINHA,0.0,141.1255,0.0,0.0,0.0
JOAO CAMARA,36.9565,142.8571,0.0,0.0,0.0
JUCURUTU,0.0,142.8571,0.0,0.0,0.0
LAJES,97.1429,142.8571,0.0,0.0,0.0
LUIS GOMES,100.0,142.8571,0.0,0.0,0.0
MACAIBA,63.8889,141.5584,0.0,0.0,0.0
MACAU,25.0,140.553,0.0,0.0,0.0
MARTINS,0.0,142.8571,0.0,0.0,0.0
MOSSORO,35.2941,141.4835,0.0,0.0,0.0
NATAL,52.7778,137.3349,0.0,0.0,26.6667
NISIA FLORESTA,8.6957,142.8571,0.0,0.0,0.0
NOVA CRUZ,0.0,142.8571,0.0,0.0,0.0
PARELHAS,0.0,142.8571,0.0,0.0,0.0
PATU,96.2963,142.8571,0.0,0.0,0.0
PAU DOS FERROS,76.9231,142.2194,0.0,0.0,0.0
PENDENCIAS,0.0,142.8571,0.0,0.0,0.0
PORTALEGRE,57.1429,142.8571,0.0,0.0,0.0
SANTA CRUZ,35.8491,142.8571,0.0,0.0,0.0
SANTO ANTONIO,21.4286,127.8983,0.0,0.0,0.0
SAO BENTO DO NORTE,21.0526,140.3509,0.0,0.0,0.0
SAO JOSE DE MIPIBU,63.1579,142.8571,0.0,0.0,0.0
SAO JOSE DO CAMPESTRE,0.0,140.4151,0.0,0.0,0.0
SAO MIGUEL,69.2308,142.8571,0.0,0.0,0.0
SAO PAULO DO POTENGI,106.0606,142.8571,0.0,0.0,0.0
SAO TOME,0.0,142.8571,0.0,0.0,0.0
TANGARA,37.5,142.8571,0.0,0.0,100.0
UMARIZAL,69.2308,142.8571,0.0,0.0,0.0
TOUROS,0.0,142.8571,0.0,0.0,0.0
ALTA FLORESTA D OESTE,0.0,142.8571,0.0,0.0,0.0
ALVORADA D OESTE,0.0,142.8571,0.0,0.0,0.0
ARIQUEMES,0.0,142.5027,0.0,0.0,0.0
CACOAL,0.0,142.8571,0.0,0.0,0.0
CEREJEIRAS,0.0,142.8571,0.0,0.0,0.0
COLORADO DO OESTE,0.0,142.3339,0.0,0.0,0.0
COSTA MARQUES,0.0,142.8571,0.0,0.0,0.0
ESPIGAO D OESTE,0.0,140.7563,0.0,0.0,50.0
GUAJARA-MIRIM,50.0,142.8571,0.0,0.0,0.0
JARU,100.0,142.8571,0.0,0.0,0.0
JI-PARANA,0.0,142.8571,0.0,0.0,0.0
MACHADINHO D OESTE,0.0,142.8571,0.0,0.0,0.0
OURO PRETO DO OESTE,100.0,142.8571,0.0,0.0,0.0
PIMENTA BUENO,200.0,142.8571,0.0,0.0,100.0
PORTO VELHO,114.0351,138.3884,0.0,50.0,25.0
ROLIM DE MOURA,4.3478,142.8571,0.0,0.0,0.0
SANTA LUZIA D OESTE,0.0,142.8571,0.0,0.0,0.0
SAO MIGUEL DO GUAPORE,0.0,142.8571,0.0,0.0,0.0
VILHENA,0.0,142.8571,0.0,0.0,0.0
NOVA BRASILANDIA D OESTE,0.0,0.0,0.0,0.0,0.0
ALTO ALEGRE,100.0,140.8163,0.0,0.0,0.0
BOA VISTA,34.8837,141.159,0.0,0.0,0.0
CARACARAI,0.0,142.8571,0.0,0.0,0.0
MUCAJAI,0.0,137.0656,0.0,0.0,0.0
PACARAIMA,0.0,141.4286,0.0,0.0,0.0
RORAINOPOLIS,0.0,142.8571,0.0,0.0,0.0
SAO LUIZ,0.0,141.8651,0.0,0.0,0.0
ALEGRETE,60.0,139.1626,0.0,0.0,0.0
ALVORADA,70.0,139.9351,0.0,0.0,0.0
ANTONIO PRADO,0.0,142.8571,0.0,0.0,0.0
ARROIO DO MEIO,66.6667,142.8571,0.0,0.0,0.0
ARROIO DO TIGRE,0.0,141.9643,0.0,0.0,0.0
ARROIO GRANDE,58.3333,141.5584,0.0,0.0,0.0
ARVOREZINHA,100.0,142.8571,0.0,0.0,0.0
AUGUSTO PESTANA,100.0,142.8571,0.0,0.0,0.0
BAGÉ,100.0,141.6113,0.0,0.0,0.0
BENTO GONCALVES,0.0,142.8571,0.0,0.0,0.0
CACAPAVA DO SUL,33.3333,142.1833,0.0,0.0,50.0
CACHOEIRA DO SUL,33.3333,141.3265,0.0,0.0,0.0
CACHOEIRINHA,0.0,142.8571,0.0,0.0,0.0
CAMAQUA,0.0,142.8571,0.0,0.0,0.0
CAMPINA DAS MISSOES,62.5,142.8571,0.0,0.0,0.0
CAMPO BOM,0.0,141.7143,0.0,0.0,0.0
CANELA,0.0,140.9179,0.0,0.0,0.0
CANOAS,7.6923,139.8032,0.0,0.0,0.0
CAPAO DA CANOA,0.0,141.0714,0.0,0.0,0.0
CARAZINHO,43.3333,141.0178,0.0,0.0,0.0
CARLOS BARBOSA,50.0,142.8571,0.0,0.0,0.0
CASCA,71.4286,142.8571,0.0,0.0,0.0
CAXIAS DO SUL,50.0,142.8571,0.0,0.0,0.0
CERRO LARGO,0.0,142.314,0.0,0.0,0.0
CONSTANTINA,75.0,142.0849,0.0,0.0,0.0
CORONEL BICACO,50.0,142.8571,0.0,0.0,0.0
CRISSIUMAL,37.5,141.6465,0.0,0.0,0.0
CRUZ ALTA,100.0,142.8571,0.0,0.0,0.0
DOIS IRMAOS,0.0,142.8571,0.0,0.0,0.0
DOM PEDRITO,25.0,142.8571,0.0,0.0,0.0
ENCANTADO,0.0,142.8571,0.0,0.0,0.0
ENCRUZILHADA DO SUL,12.5,142.8571,0.0,0.0,0.0
ERECHIM,56.5217,142.8571,0.0,0.0,0.0
ESPUMOSO,350.0,142.8571,0.0,0.0,50.0
ESTANCIA VELHA,100.0,140.9524,0.0,0.0,0.0
ESTEIO,0.0,142.8571,0.0,0.0,0.0
ESTRELA,0.0,142.8571,0.0,0.0,0.0
FAXINAL DO SOTURNO,100.0,142.8571,0.0,0.0,0.0
FELIZ,81.8182,142.05,0.0,0.0,0.0
FREDERICO WESTPHALEN,57.1429,141.7411,0.0,0.0,0.0
GARIBALDI,0.0,142.8571,0.0,0.0,0.0
GAURAMA,0.0,142.8571,0.0,0.0,0.0
GETULIO VARGAS,100.0,142.8571,0.0,0.0,0.0
GIRUA,0.0,142.8571,0.0,0.0,0.0
GRAVATAI,8.0,142.0807,0.0,0.0,0.0
GUAIBA,64.2857,142.162,0.0,0.0,0.0
GUAPORE,100.0,142.8571,0.0,0.0,100.0
HORIZONTINA,100.0,142.8571,0.0,0.0,0.0
IBIRUBA,0.0,140.8163,0.0,0.0,0.0
IGREJINHA,150.0,142.8571,0.0,0.0,0.0
IJUI,48.5714,139.6684,0.0,0.0,0.0
ITAQUI,0.0,142.8571,0.0,0.0,0.0
JAGUARAO,66.6667,140.9266,0.0,0.0,0.0
JAGUARI,0.0,142.8571,0.0,0.0,0.0
JULIO DE CASTILHOS,0.0,142.8571,0.0,0.0,0.0
LAGOA VERMELHA,55.5556,142.8571,0.0,0.0,0.0
LAJEADO,50.0,142.8571,0.0,0.0,0.0
MARAU,25.0,142.8571,0.0,0.0,0.0
MONTENEGRO,0.0,142.8571,0.0,0.0,0.0
MOSTARDAS,50.0,136.9048,0.0,0.0,0.0
NAO-ME-TOQUE,28.5714,141.8067,0.0,0.0,0.0
NONOAI,66.6667,139.4558,0.0,0.0,0.0
NOVA PETROPOLIS,33.3333,142.8571,0.0,0.0,0.0
NOVA PRATA,166.6667,142.8571,0.0,0.0,0.0
NOVO HAMBURGO,28.5714,142.8571,0.0,0.0,0.0
OSORIO,11.1111,133.7143,0.0,0.0,11.1111
PALMARES DO SUL,0.0,142.8571,0.0,0.0,0.0
PALMEIRA DAS MISSOES,38.4615,138.9163,100.0,0.0,0.0
PANAMBI,0.0,142.1569,0.0,0.0,0.0
PASSO FUNDO,46.6667,142.3628,0.0,0.0,0.0
PELOTAS,95.4545,141.252,0.0,0.0,0.0
PINHEIRO MACHADO,66.6667,142.8571,0.0,0.0,0.0
PIRATINI,50.0,126.7281,0.0,0.0,0.0
PLANALTO,0.0,142.8571,0.0,0.0,0.0
PORTO ALEGRE,107.1429,136.043,0.0,0.0,1.3889
QUARAI,0.0,142.8571,0.0,0.0,0.0
RESTINGA SECA,0.0,142.8571,0.0,0.0,0.0
RIO GRANDE,0.0,142.3319,0.0,0.0,0.0
RIO PARDO,100.0,142.8571,0.0,0.0,0.0
RODEIO BONITO,33.3333,142.8571,0.0,0.0,0.0
ROSARIO DO SUL,25.0,142.8571,0.0,0.0,0.0
SANANDUVA,0.0,71.4286,0.0,0.0,0.0
SANTA CRUZ DO SUL,500.0,142.8571,0.0,0.0,0.0
SANTA ROSA,25.0,134.6604,0.0,0.0,0.0
SANTA VITORIA DO PALMAR,0.0,142.8571,0.0,0.0,0.0
SANTANA DO LIVRAMENTO,100.0,142.8571,0.0,0.0,0.0
SANTIAGO,0.0,142.8571,0.0,0.0,0.0
SANTO ANGELO,0.0,142.8571,0.0,0.0,0.0
SANTO ANTONIO DA PATRULHA,20.0,142.8571,0.0,0.0,0.0
SANTO ANTONIO DAS MISSOES,0.0,142.8571,0.0,0.0,0.0
SANTO AUGUSTO,0.0,142.0973,0.0,0.0,0.0
SANTO CRISTO,100.0,142.8571,0.0,0.0,0.0
SAO BORJA,75.0,141.0256,0.0,0.0,0.0
SAO FRANCISCO DE ASSIS,0.0,135.3383,0.0,0.0,0.0
SAO FRANCISCO DE PAULA,200.0,140.1617,0.0,0.0,0.0
SAO GABRIEL,125.0,142.0635,0.0,0.0,0.0
SAO JERONIMO,200.0,142.8571,0.0,0.0,0.0
SAO JOSE DO NORTE,20.0,142.8571,0.0,0.0,0.0
SAO JOSE DO OURO,50.0,142.8571,0.0,0.0,0.0
SAO LEOPOLDO,0.0,139.9116,0.0,0.0,0.0
SAO LOURENCO DO SUL,37.5,136.646,0.0,0.0,0.0
SAO LUIZ GONZAGA,100.0,142.8571,0.0,0.0,0.0
SAO PEDRO DO SUL,40.0,142.8571,0.0,0.0,0.0
SAO SEBASTIAO DO CAI,75.0,142.4973,0.0,0.0,0.0
SAO SEPE,83.3333,142.8571,0.0,0.0,50.0
SAO VALENTIM,0.0,142.8571,0.0,0.0,0.0
SAO VICENTE DO SUL,60.0,139.1466,0.0,0.0,0.0
SAPIRANGA,77.7778,142.8571,0.0,0.0,0.0
SAPUCAIA DO SUL,16.6667,141.9048,0.0,0.0,0.0
SEBERI,0.0,142.8571,0.0,0.0,0.0
TAPEJARA,0.0,142.8571,0.0,0.0,0.0
TAPES,91.6667,142.8571,0.0,0.0,0.0
TAQUARA,25.0,141.6335,0.0,0.0,0.0
TAQUARI,33.3333,142.8571,0.0,0.0,0.0
TENENTE PORTELA,20.0,122.9814,0.0,0.0,0.0
TORRES,77.7778,142.8571,0.0,0.0,0.0
TRAMANDAI,61.4035,113.2075,0.0,0.0,0.0
TRES DE MAIO,14.2857,130.9524,0.0,0.0,33.3333
TRES PASSOS,33.3333,142.8571,0.0,0.0,0.0
TRIUNFO,0.0,142.8571,0.0,0.0,0.0
TUPANCIRETA,50.0,142.8571,0.0,0.0,0.0
URUGUAIANA,37.5,142.0679,0.0,0.0,0.0
VACARIA,15.3846,141.136,0.0,0.0,0.0
VENANCIO AIRES,0.0,142.8571,0.0,0.0,0.0
VERANOPOLIS,100.0,134.4538,0.0,0.0,0.0
VIAMAO,4.5455,141.6499,0.0,0.0,0.0
BARRA DO RIBEIRO,25.0,142.8571,0.0,0.0,0.0
BUTIA,0.0,0.0,0.0,0.0,0.0
CANDELARIA,200.0,142.8571,0.0,0.0,0.0
CANGUCU,33.3333,142.8571,0.0,0.0,0.0
FARROUPILHA,0.0,142.8571,0.0,0.0,0.0
FLORES DA CUNHA,0.0,142.8571,0.0,0.0,0.0
PEDRO OSORIO,0.0,142.8571,0.0,0.0,0.0
SAO MARCOS,0.0,142.8571,0.0,0.0,0.0
TEUTONIA,0.0,142.8571,0.0,0.0,0.0
ABELARDO LUZ,0.0,142.1703,0.0,0.0,0.0
ANITA GARIBALDI,50.0,142.0591,0.0,0.0,0.0
ARARANGUA,0.0,142.2544,0.0,0.0,0.0
BALNEARIO CAMBORIU,8.3333,141.5957,0.0,0.0,0.0
BALNEÁRIO PIÇARRAS,0.0,142.5608,0.0,0.0,0.0
BIGUACU,100.0,142.8571,0.0,0.0,0.0
BLUMENAU,0.0,142.8571,0.0,0.0,0.0
BOM RETIRO,0.0,142.8571,0.0,0.0,0.0
BRACO DO NORTE,77.7778,142.8571,0.0,0.0,0.0
BRUSQUE,15.3846,142.8571,0.0,0.0,0.0
CACADOR,0.0,142.3948,0.0,0.0,0.0
CAMPO ERE,0.0,142.2018,0.0,0.0,0.0
CAMPOS NOVOS,18.1818,142.8571,0.0,0.0,0.0
CANOINHAS,0.0,142.8571,0.0,0.0,0.0
CAPINZAL,88.0,142.8571,0.0,0.0,0.0
CHAPECO,31.25,142.0807,0.0,0.0,0.0
CONCORDIA,0.0,142.8571,0.0,0.0,0.0
CRICIUMA,50.0,141.6862,0.0,0.0,0.0
CURITIBANOS,0.0,142.8571,0.0,0.0,0.0
DIONISIO CERQUEIRA,0.0,142.8571,0.0,0.0,0.0
FLORIANOPOLIS,61.2245,102.0225,0.0,20.0,8.1633
FRAIBURGO,0.0,142.8571,0.0,0.0,0.0
GASPAR,40.0,142.8571,0.0,0.0,0.0
GUARAMIRIM,0.0,142.8571,0.0,0.0,0.0
IBIRAMA,100.0,142.8571,0.0,0.0,0.0
ICARA,33.3333,142.8571,0.0,0.0,0.0
IMBITUBA,34.7826,142.2619,0.0,0.0,0.0
INDAIAL,0.0,142.2222,0.0,0.0,0.0
ITAIOPOLIS,0.0,126.9841,0.0,0.0,0.0
ITAJAI,0.0,142.8571,0.0,0.0,0.0
ITAPEMA,0.0,142.8571,0.0,0.0,0.0
ITUPORANGA,0.0,142.8571,0.0,0.0,0.0
JARAGUA DO SUL,0.0,142.8571,0.0,0.0,0.0
JOACABA,0.0,142.4918,0.0,0.0,0.0
JOINVILLE,0.0,141.5555,0.0,0.0,0.0
LAGES,50.0,142.8571,0.0,0.0,0.0
LAGUNA,0.0,142.8571,0.0,0.0,0.0
MAFRA,50.0,139.0977,0.0,0.0,0.0
MODELO,0.0,142.8571,0.0,0.0,0.0
NAVEGANTES,0.0,142.8571,0.0,0.0,0.0
ORLEANS,0.0,138.8889,0.0,0.0,0.0
PALHOCA,20.0,142.33,0.0,0.0,0.0
PALMITOS,100.0,142.8571,0.0,0.0,0.0
PAPANDUVA,100.0,142.8571,0.0,0.0,0.0
PINHALZINHO,0.0,142.8571,0.0,0.0,0.0
POMERODE,0.0,142.8571,0.0,0.0,0.0
PONTE SERRADA,0.0,142.8571,0.0,0.0,0.0
PORTO UNIAO,0.0,142.8571,0.0,0.0,0.0
QUILOMBO,42.8571,142.8571,0.0,0.0,0.0
RIO DO SUL,2.2222,140.9396,0.0,0.0,0.0
RIO NEGRINHO,0.0,142.8571,0.0,0.0,0.0
SANTA CECILIA,54.5455,138.5836,0.0,0.0,0.0
SANTO AMARO DA IMPERATRIZ,61.5385,142.8571,0.0,0.0,0.0
SAO BENTO DO SUL,0.0,141.9753,0.0,0.0,0.0
SAO CARLOS,500.0,142.8571,0.0,0.0,44.4444
SAO FRANCISCO DO SUL,7.6923,142.8571,0.0,0.0,0.0
SAO JOAQUIM,0.0,142.8571,0.0,0.0,0.0
SAO JOSE,66.6667,141.9414,0.0,0.0,0.0
SAO LOURENCO DO OESTE,0.0,142.8571,0.0,0.0,0.0
SAO MIGUEL DO OESTE,0.0,142.8571,0.0,0.0,0.0
SEARA,100.0,142.8571,0.0,0.0,0.0
SOMBRIO,205.2632,137.5415,0.0,0.0,0.0
TAIO,0.0,142.8571,0.0,0.0,0.0
TIJUCAS,50.0,142.8571,0.0,0.0,0.0
TIMBO,0.0,142.8571,0.0,0.0,0.0
TROMBUDO CENTRAL,0.0,142.8571,0.0,0.0,0.0
TUBARAO,46.1538,142.8571,0.0,0.0,0.0
TURVO,0.0,142.8571,0.0,0.0,0.0
URUSSANGA,66.6667,142.8571,0.0,0.0,0.0
VIDEIRA,0.0,142.8571,0.0,0.0,0.0
XANXERE,16.6667,142.8571,0.0,0.0,0.0
XAXIM,0.0,142.8571,0.0,0.0,0.0
IMARUI,0.0,142.8571,0.0,0.0,0.0
AQUIDABA,225.0,118.7608,0.0,0.0,0.0
ARACAJU,49.0566,137.4341,0.0,0.0,0.0
BOQUIM,0.0,141.8144,0.0,0.0,0.0
CAMPO DO BRITO,0.0,138.5281,0.0,0.0,0.0
CANINDE DE SAO FRANCISCO,16.6667,137.0656,0.0,0.0,0.0
CAPELA,0.0,140.5152,0.0,0.0,0.0
CARIRA,0.0,142.8571,0.0,0.0,0.0
CRISTINAPOLIS,116.6667,136.6213,0.0,0.0,100.0
ESTANCIA,16.6667,140.9524,0.0,0.0,0.0
GARARU,0.0,139.1941,0.0,0.0,0.0
ITAPORANGA D AJUDA,40.0,142.2107,0.0,0.0,0.0
JAPARATUBA,0.0,140.553,0.0,0.0,0.0
LAGARTO,0.0,140.1274,0.0,0.0,0.0
LARANJEIRAS,100.0,141.4497,0.0,0.0,0.0
MARUIM,100.0,140.4762,0.0,0.0,0.0
NEOPOLIS,0.0,138.9072,0.0,0.0,0.0
NOSSA SENHORA DA GLORIA,0.0,142.8571,0.0,0.0,0.0
NOSSA SENHORA DAS DORES,65.0,138.0633,0.0,0.0,100.0
NOSSA SENHORA DO SOCORRO,0.0,141.574,0.0,0.0,0.0
PORTO DA FOLHA,26.6667,138.484,0.0,0.0,0.0
PROPRIA,0.0,142.8571,0.0,0.0,0.0
RIBEIROPOLIS,0.0,141.7143,0.0,0.0,100.0
SAO CRISTOVAO,100.0,142.8571,0.0,0.0,0.0
SIMAO DIAS,35.7143,140.7867,0.0,0.0,0.0
TOBIAS BARRETO,0.0,128.5714,0.0,0.0,0.0
UMBAUBA,7.1429,141.5584,0.0,0.0,33.3333
ADAMANTINA,75.0,142.8571,0.0,0.0,0.0
AGUDOS,0.0,142.8571,0.0,0.0,0.0
ALTINÓPOLIS,100.0,86.1345,0.0,0.0,0.0
AMERICANA,500.0,142.8571,0.0,0.0,53.8462
AMERICO BRASILIENSE,0.0,141.882,0.0,0.0,0.0
AMPARO,100.0,142.8571,0.0,0.0,0.0
ANDRADINA,92.3077,142.8571,0.0,0.0,50.0
ANGATUBA,0.0,142.4162,0.0,0.0,0.0
APARECIDA,100.0,142.8571,0.0,0.0,0.0
APIAI,160.4167,128.4195,0.0,0.0,0.0
ARACATUBA,66.6667,142.8571,0.0,0.0,0.0
ARARAQUARA,100.0,142.2194,0.0,0.0,0.0
ARARAS,20.8333,134.0076,0.0,0.0,0.0
ARUJA,112.0,128.0148,0.0,0.0,25.0
ASSIS,37.5,142.8571,0.0,0.0,0.0
ATIBAIA,75.0,142.8571,0.0,0.0,100.0
AURIFLAMA,200.0,142.8571,0.0,0.0,0.0
AVARE,116.6667,142.8571,0.0,0.0,100.0
BANANAL,0.0,142.8571,0.0,0.0,0.0
BARRA BONITA,1400.0,142.8571,0.0,0.0,100.0
BARRETOS,100.0,142.8571,0.0,0.0,0.0
BARUERI,55.5556,141.5094,0.0,0.0,0.0
BATATAIS,50.0,142.8571,0.0,0.0,0.0
BAURU,80.0,142.5479,0.0,0.0,66.6667
BEBEDOURO,11.1111,142.8571,0.0,0.0,0.0
BILAC,0.0,142.8571,0.0,0.0,0.0
BIRIGUI,66.6667,141.8294,0.0,0.0,33.3333
BOITUVA,106.6667,142.8571,0.0,0.0,0.0
BOTUCATU,0.0,142.8571,0.0,0.0,0.0
BRAGANCA PAULISTA,71.4286,142.3645,0.0,0.0,50.0
BROTAS,0.0,142.8571,0.0,0.0,0.0
BURITAMA,215.3846,142.8571,0.0,0.0,0.0
CACAPAVA,450.0,142.8571,0.0,0.0,100.0
CACHOEIRA PAULISTA,0.0,142.8571,0.0,0.0,0.0
CACONDE,117.3913,139.8176,0.0,0.0,0.0
CAFELANDIA,86.2069,102.551,0.0,0.0,60.0
CAJAMAR,0.0,95.2381,0.0,0.0,0.0
CAJURU,0.0,142.8571,0.0,0.0,0.0
CAMPINAS,196.1538,107.4082,0.0,0.0,9.0909
CAMPO LIMPO PAULISTA,0.0,142.1769,0.0,0.0,0.0
CAMPOS DO JORDAO,1000.0,142.8571,0.0,0.0,100.0
CANANEIA,0.0,142.8571,0.0,0.0,0.0
CANDIDO MOTA,0.0,142.8571,0.0,0.0,0.0
CAPAO BONITO,12.5,142.8571,0.0,0.0,0.0
CAPIVARI,31.8182,142.3098,0.0,0.0,0.0
CARAGUATATUBA,0.0,142.8571,0.0,0.0,0.0
CARAPICUIBA,13.3333,138.6417,0.0,0.0,0.0
CARDOSO,20.6897,141.9079,0.0,0.0,0.0
CASA BRANCA,33.3333,142.3745,0.0,0.0,0.0
CATANDUVA,120.0,142.8571,0.0,0.0,0.0
CERQUEIRA CESAR,260.0,142.8571,0.0,0.0,0.0
CERQUILHO,0.0,142.8571,0.0,0.0,0.0
CONCHAS,0.0,142.8571,0.0,0.0,0.0
CORDEIROPOLIS,75.0,142.8571,0.0,0.0,0.0
COSMOPOLIS,200.0,142.8571,0.0,0.0,0.0
COTIA,80.0,140.7066,0.0,0.0,100.0
CUBATAO,50.0,132.9849,0.0,0.0,0.0
CUNHA,0.0,141.4835,0.0,0.0,0.0
DIADEMA,88.2353,141.2873,50.0,0.0,16.6667
DOIS CORREGOS,121.4286,127.2636,0.0,0.0,0.0
DRACENA,0.0,142.8571,0.0,0.0,0.0
DUARTINA,200.0,142.8571,0.0,0.0,0.0
EMBU DAS ARTES,66.6667,133.1868,0.0,0.0,0.0
EMBU-GUAÇU,25.0,120.0,0.0,0.0,0.0
ESPIRITO SANTO DO PINHAL,100.0,142.8571,0.0,0.0,0.0
ESTRELA D OESTE,0.0,142.8571,0.0,0.0,0.0
FARTURA,35.7143,142.8571,0.0,0.0,0.0
FERNANDOPOLIS,0.0,142.1356,0.0,0.0,0.0
FERRAZ DE VASCONCELOS,33.3333,142.8571,0.0,0.0,0.0
FRANCA,62.5,142.5829,0.0,0.0,0.0
FRANCISCO MORATO,20.0,142.0168,0.0,0.0,0.0
FRANCO DA ROCHA,100.0,142.316,0.0,0.0,50.0
GARCA,76.087,138.5571,0.0,0.0,0.0
GUARATINGUETA,0.0,142.8571,0.0,0.0,0.0
GUARUJA,164.2857,125.7724,0.0,0.0,0.0
GUARULHOS,235.2941,134.7548,0.0,0.0,38.0952
HORTOLANDIA,33.3333,139.4826,50.0,0.0,0.0
IBITINGA,200.0,142.8571,0.0,0.0,100.0
IBIUNA,212.5,136.8379,0.0,0.0,0.0
IGARAPAVA,83.3333,129.5361,0.0,0.0,100.0
IGUAPE,59.2593,132.1307,0.0,0.0,0.0
ILHA SOLTEIRA,0.0,142.8571,0.0,0.0,0.0
INDAIATUBA,87.5,142.8571,0.0,0.0,0.0
ITANHAEM,38.8889,142.521,0.0,0.0,83.3333
ITAPECERICA DA SERRA,200.0,142.0946,0.0,0.0,0.0
