municipio_oj,Meta1,Meta2A,Meta2Ant,Meta4A,Meta4B
MARA ROSA,0.0,142.8571,0.0,0.0,0.0
MINACU,350.0,142.8571,0.0,0.0,0.0
MINEIROS,75.0,142.8571,0.0,0.0,0.0
MORRINHOS,0.0,129.8701,0.0,0.0,0.0
MOZARLANDIA,100.0,141.8476,0.0,0.0,0.0
NEROPOLIS,150.0,141.8984,0.0,0.0,0.0
NIQUELANDIA,0.0,142.8571,0.0,0.0,0.0
NOVO GAMA,0.0,142.2925,0.0,0.0,0.0
PADRE BERNARDO,33.3333,142.8571,100.0,0.0,0.0
PALMEIRAS DE GOIAS,1000.0,142.8571,0.0,0.0,0.0
PARAUNA,0.0,142.8571,0.0,0.0,0.0
PIRACANJUBA,28.5714,142.2278,0.0,0.0,0.0
PIRANHAS,0.0,141.4427,0.0,0.0,0.0
PIRENOPOLIS,0.0,142.8571,0.0,0.0,0.0
PIRES DO RIO,100.0,142.8571,0.0,0.0,0.0
PONTALINA,57.1429,142.8571,0.0,0.0,0.0
PORANGATU,0.0,142.8571,0.0,0.0,0.0
POSSE,0.0,142.1833,0.0,0.0,0.0
QUIRINOPOLIS,70.0,133.3729,0.0,0.0,0.0
RIO VERDE,0.0,141.8067,0.0,0.0,0.0
RUBIATABA,55.5556,142.381,0.0,0.0,0.0
SANTA HELENA DE GOIAS,69.2308,141.5985,0.0,0.0,0.0
SANTO ANTONIO DO DESCOBERTO,42.8571,140.7967,0.0,0.0,0.0
SAO DOMINGOS,0.0,142.8571,0.0,0.0,0.0
SAO LUIS DE MONTES BELOS,28.5714,141.5282,0.0,0.0,0.0
SAO MIGUEL DO ARAGUAIA,0.0,142.8571,0.0,0.0,0.0
SENADOR CANEDO,11.1111,142.8571,0.0,0.0,0.0
SILVANIA,0.0,141.604,0.0,0.0,0.0
TRINDADE,16.6667,140.5216,0.0,0.0,0.0
URUACU,225.0,136.1768,9.0909,0.0,0.0
VALPARAISO DE GOIAS,0.0,135.2459,0.0,0.0,0.0
ALCÂNTARA,0.0,141.6256,0.0,0.0,0.0
ALTO PARNAIBA,71.4286,133.1169,0.0,0.0,0.0
AMARANTE DO MARANHÃO,100.0,141.8651,0.0,0.0,100.0
ARAME,0.0,132.8321,0.0,0.0,0.0
ARARI,0.0,142.8571,0.0,0.0,0.0
AÇAILÂNDIA,0.0,142.2333,0.0,0.0,0.0
BACABAL,40.0,139.1941,0.0,0.0,0.0
BACURI,100.0,142.8571,0.0,0.0,0.0
BALSAS,20.0,142.1356,0.0,0.0,0.0
BARAO DE GRAJAU,0.0,139.9417,0.0,0.0,33.3333
BARRA DO CORDA,28.5714,131.2372,0.0,0.0,100.0
BARREIRINHAS,0.0,133.4895,0.0,0.0,0.0
BOM JARDIM,100.0,142.2969,0.0,0.0,0.0
BREJO,100.0,142.8571,0.0,0.0,0.0
BURITI,0.0,140.7563,0.0,0.0,0.0
BURITICUPU,25.0,141.0714,0.0,0.0,0.0
CANDIDO MENDES,50.0,140.9897,0.0,0.0,0.0
CANTANHEDE,166.6667,139.0374,0.0,0.0,33.3333
CAROLINA,27.2727,142.8571,0.0,0.0,0.0
CARUTAPERA,0.0,142.8571,0.0,0.0,0.0
CAXIAS,183.3333,142.8571,0.0,0.0,0.0
CHAPADINHA,0.0,127.8195,0.0,0.0,0.0
CODO,0.0,142.4964,0.0,0.0,100.0
COELHO NETO,200.0,142.8571,0.0,0.0,0.0
COLINAS,0.0,142.8571,0.0,0.0,0.0
COROATA,66.6667,140.2359,0.0,0.0,0.0
DOM PEDRO,0.0,142.8571,0.0,0.0,0.0
ESPERANTINOPOLIS,0.0,142.8571,0.0,0.0,0.0
ESTREITO,0.0,139.3443,0.0,0.0,0.0
GOVERNADOR EUGENIO BARROS,0.0,140.5714,100.0,0.0,25.0
GOVERNADOR NUNES FREIRE,0.0,142.05,0.0,0.0,0.0
GRAJAU,0.0,134.0782,0.0,0.0,0.0
GUIMARAES,45.4545,142.471,0.0,0.0,0.0
HUMBERTO DE CAMPOS,0.0,141.3768,0.0,0.0,0.0
ICATU,0.0,142.8571,0.0,0.0,0.0
IMPERATRIZ,84.6154,140.61,0.0,0.0,0.0
ITAPECURU MIRIM,112.5,140.1833,0.0,0.0,0.0
JOAO LISBOA,100.0,142.8571,0.0,0.0,0.0
LAGO DA PEDRA,100.0,133.2753,0.0,0.0,0.0
LORETO,333.3333,142.8571,0.0,0.0,0.0
MARACACUME,0.0,142.8571,0.0,0.0,0.0
MATINHA,0.0,142.8571,0.0,0.0,0.0
MONTES ALTOS,0.0,141.9698,0.0,0.0,0.0
MORROS,0.0,142.8571,0.0,0.0,0.0
OLHO D AGUA DAS CUNHAS,300.0,142.8571,0.0,0.0,0.0
PACO DO LUMIAR,28.5714,142.8571,0.0,0.0,0.0
PASSAGEM FRANCA,0.0,142.8571,0.0,0.0,0.0
PASTOS BONS,0.0,141.0256,0.0,0.0,0.0
PEDREIRAS,166.6667,142.8571,0.0,0.0,0.0
PINDARÉ-MIRIM,0.0,142.8571,0.0,0.0,0.0
PINHEIRO,0.0,142.8571,0.0,0.0,0.0
PORTO FRANCO,0.0,141.3768,0.0,0.0,0.0
PRESIDENTE DUTRA,0.0,142.8571,0.0,0.0,0.0
RIACHAO,0.0,142.8571,0.0,0.0,0.0
ROSARIO,100.0,142.1013,0.0,0.0,0.0
SANTA HELENA,20.0,141.4497,0.0,0.0,0.0
SANTA INES,0.0,142.8571,0.0,0.0,0.0
SANTA LUZIA,5.2632,141.4566,0.0,0.0,25.0
SANTA LUZIA DO PARUA,0.0,140.1099,0.0,0.0,0.0
SANTO ANTONIO DOS LOPES,0.0,142.8571,0.0,0.0,0.0
SAO BENTO,0.0,142.8571,0.0,0.0,0.0
SAO BERNARDO,0.0,142.8571,0.0,0.0,0.0
SAO DOMINGOS DO MARANHAO,0.0,142.8571,0.0,0.0,0.0
SAO JOAO BATISTA,50.0,141.5405,0.0,0.0,0.0
SAO JOAO DOS PATOS,0.0,142.8571,0.0,0.0,0.0
SAO JOSE DE RIBAMAR,25.0,141.136,0.0,0.0,0.0
SAO LUIS,86.9565,139.3817,0.0,0.0,24.0
SAO LUIS GONZAGA DO MARANHAO,50.0,142.8571,0.0,0.0,0.0
SAO MATEUS DO MARANHAO,20.0,139.4558,0.0,0.0,100.0
SAO RAIMUNDO DAS MANGABEIRAS,0.0,142.8571,0.0,0.0,0.0
TIMON,50.0,142.2857,0.0,0.0,0.0
TUNTUM,0.0,142.8571,0.0,0.0,0.0
TURIACU,0.0,137.0262,0.0,0.0,0.0
TUTOIA,0.0,142.8571,0.0,0.0,0.0
URBANO SANTOS,135.7143,142.1013,0.0,0.0,0.0
VARGEM GRANDE,0.0,138.961,0.0,0.0,60.0
VITORIA DO MEARIM,0.0,142.8571,0.0,0.0,0.0
VITORINO FREIRE,0.0,142.8571,0.0,0.0,0.0
ZE DOCA,114.2857,127.1008,0.0,0.0,0.0
ARAIOSES,0.0,142.8571,0.0,0.0,0.0
BEQUIMAO,0.0,142.8571,0.0,0.0,0.0
CURURUPU,0.0,140.7867,0.0,0.0,0.0
MATOES,0.0,142.8571,0.0,0.0,0.0
MIRADOR,0.0,142.8571,0.0,0.0,0.0
PARNARAMA,0.0,142.8571,0.0,0.0,0.0
PAULO RAMOS,0.0,142.8571,0.0,0.0,0.0
PENALVA,0.0,142.8571,0.0,0.0,0.0
ABAETÉ,0.0,142.8571,0.0,0.0,0.0
ABRE CAMPO,0.0,139.5731,0.0,0.0,0.0
AGUAS FORMOSAS,21.7391,140.5592,0.0,0.0,0.0
AIMORES,0.0,142.8571,0.0,0.0,0.0
AIURUOCA,0.0,141.7497,0.0,0.0,0.0
ALEM PARAIBA,0.0,142.8571,0.0,0.0,0.0
ALFENAS,72.7273,136.788,0.0,0.0,0.0
ALMENARA,0.0,142.8571,0.0,0.0,0.0
ALPINÓPOLIS,0.0,142.8571,0.0,0.0,0.0
ALTO RIO DOCE,0.0,142.8571,0.0,0.0,0.0
ALVINÓPOLIS,20.0,137.4517,0.0,0.0,16.6667
ANDRADAS,0.0,142.8571,0.0,0.0,0.0
ANDRELÂNDIA,100.0,141.3127,0.0,0.0,0.0
ARAGUARI,0.0,142.8571,0.0,0.0,0.0
ARAXÁ,0.0,142.8571,0.0,0.0,0.0
ARAÇUAI,29.7872,142.3872,0.0,0.0,0.0
ARCOS,0.0,142.8571,0.0,0.0,0.0
AREADO,0.0,142.8571,0.0,0.0,0.0
ARINOS,0.0,142.1053,0.0,0.0,0.0
AÇUCENA,12.9032,131.9667,0.0,0.0,0.0
BAMBUI,0.0,140.3061,0.0,0.0,0.0
BARAO DE COCAIS,0.0,142.8571,0.0,0.0,0.0
BARBACENA,0.0,137.987,0.0,0.0,0.0
BELO HORIZONTE,137.5,125.3923,0.0,0.0,10.6383
BELO VALE,0.0,142.8571,0.0,0.0,0.0
BETIM,15.0,140.0491,0.0,0.0,0.0
BICAS,0.0,142.8571,0.0,0.0,0.0
BOCAIUVA,0.0,141.1565,0.0,0.0,0.0
BOM DESPACHO,0.0,71.4286,0.0,0.0,0.0
BOM SUCESSO,0.0,0.0,0.0,0.0,0.0
BONFIM,26.087,142.8571,0.0,0.0,0.0
BONFINOPOLIS DE MINAS,0.0,0.0,0.0,0.0,0.0
BOTELHOS,0.0,142.8571,0.0,0.0,0.0
BRASÍLIA DE MINAS,0.0,142.8571,0.0,0.0,0.0
BRASÓPOLIS,0.0,142.8571,0.0,0.0,0.0
BRUMADINHO,16.6667,142.1896,0.0,0.0,0.0
BUENOPOLIS,0.0,142.3628,0.0,0.0,0.0
BURITIS,4.1667,142.8571,0.0,0.0,0.0
CACHOEIRA DE MINAS,0.0,142.8571,0.0,0.0,0.0
CAETE,7.5,137.046,0.0,0.0,0.0
CAMANDUCAIA,0.0,142.8571,0.0,0.0,0.0
CAMBUI,8.3333,142.4203,0.0,0.0,0.0
CAMPANHA,0.0,142.8571,0.0,0.0,0.0
CAMPO BELO,0.0,140.6593,0.0,0.0,0.0
CAMPOS ALTOS,0.0,142.8571,0.0,0.0,0.0
CAMPOS GERAIS,0.0,142.8571,0.0,0.0,0.0
CAPELINHA,0.0,142.225,0.0,0.0,0.0
CAPINOPOLIS,16.6667,138.6555,0.0,0.0,0.0
CARANDAI,0.0,141.8651,0.0,0.0,0.0
CARANGOLA,0.0,142.8571,0.0,0.0,0.0
CARATINGA,11.1111,142.1053,0.0,0.0,0.0
CARLOS CHAGAS,20.0,142.8571,0.0,0.0,50.0
CARMO DO CAJURU,0.0,142.8571,0.0,0.0,0.0
CARMO DO PARANAIBA,0.0,142.8571,0.0,0.0,0.0
CARMO DO RIO CLARO,0.0,142.8571,0.0,0.0,0.0
CASSIA,0.0,142.8571,0.0,0.0,0.0
CATAGUASES,0.0,142.8571,0.0,0.0,0.0
CAXAMBU,0.0,142.8571,0.0,0.0,0.0
CONCEICAO DAS ALAGOAS,0.0,142.8571,0.0,0.0,0.0
CONCEICAO DO MATO DENTRO,42.8571,140.4241,0.0,0.0,0.0
CONGONHAS,0.0,141.3919,0.0,0.0,0.0
CONSELHEIRO LAFAIETE,25.0,139.4879,0.0,0.0,0.0
CONSELHEIRO PENA,0.0,141.9913,0.0,0.0,0.0
CONTAGEM,14.2857,139.738,0.0,0.0,7.1429
CORACAO DE JESUS,0.0,142.8571,0.0,0.0,0.0
CORINTO,0.0,142.8571,0.0,0.0,0.0
COROMANDEL,0.0,141.5344,0.0,0.0,0.0
CORONEL FABRICIANO,58.0645,138.2979,0.0,0.0,36.3636
CRISTINA,70.0,142.8571,0.0,0.0,0.0
CRUZILIA,0.0,142.05,0.0,0.0,0.0
CURVELO,0.0,141.4966,0.0,0.0,0.0
DIAMANTINA,0.0,142.0807,0.0,0.0,0.0
DIVINO,0.0,138.7164,0.0,0.0,0.0
DIVINOPOLIS,0.0,141.4634,0.0,0.0,0.0
DORES DO INDAIA,0.0,142.8571,0.0,0.0,0.0
ENTRE RIOS DE MINAS,0.0,142.8571,0.0,0.0,0.0
ERVALIA,50.0,133.6828,0.0,0.0,0.0
ESMERALDAS,0.0,140.746,0.0,0.0,0.0
ESPERA FELIZ,33.3333,142.8571,0.0,0.0,0.0
ESPINOSA,0.0,141.3374,0.0,0.0,0.0
ESTRELA DO SUL,25.0,141.369,0.0,0.0,0.0
EUGENOPOLIS,0.0,139.4009,0.0,0.0,0.0
EXTREMA,0.0,142.8571,0.0,0.0,0.0
FERROS,0.0,71.4286,0.0,0.0,0.0
FORMIGA,0.0,142.8571,0.0,0.0,0.0
FRANCISCO SA,83.3333,142.8571,0.0,0.0,0.0
FRUTAL,0.0,140.3683,0.0,0.0,0.0
GALILEIA,0.0,138.9961,0.0,0.0,25.0
GOVERNADOR VALADARES,40.0,142.2018,0.0,0.0,27.2727
GRAO MOGOL,0.0,142.8571,0.0,0.0,0.0
GUANHAES,0.0,139.5477,0.0,0.0,0.0
GUAPE,20.0,142.8571,0.0,0.0,0.0
GUAXUPE,0.0,142.8571,0.0,0.0,0.0
IBIA,0.0,142.8571,0.0,0.0,0.0
IBIRACI,0.0,142.8571,0.0,0.0,0.0
IBIRITE,62.5,141.793,0.0,0.0,0.0
IGARAPE,13.0435,138.5836,0.0,0.0,0.0
INHAPIM,0.0,140.6844,0.0,0.0,0.0
IPANEMA,0.0,142.8571,0.0,0.0,0.0
IPATINGA,5.5556,141.6746,0.0,0.0,0.0
ITABIRA,20.6897,121.4535,0.0,0.0,0.0
ITABIRITO,0.0,142.1703,0.0,0.0,0.0
ITAJUBA,0.0,142.3241,0.0,0.0,0.0
ITAMARANDIBA,100.0,142.3778,0.0,0.0,0.0
ITAMBACURI,50.0,142.8571,0.0,0.0,0.0
ITAMONTE,0.0,142.8571,0.0,0.0,0.0
ITANHANDU,0.0,140.7249,0.0,0.0,0.0
ITANHOMI,0.0,142.8571,0.0,0.0,0.0
ITAPAGIPE,100.0,142.8571,0.0,0.0,0.0
ITAPECERICA,0.0,142.8571,0.0,0.0,0.0
ITAUNA,0.0,142.3933,0.0,0.0,0.0
ITUIUTABA,0.0,140.8451,0.0,0.0,0.0
ITUMIRIM,0.0,141.754,0.0,0.0,0.0
ITURAMA,100.0,142.8571,0.0,0.0,0.0
JABOTICATUBAS,0.0,142.8571,0.0,0.0,0.0
JACINTO,100.0,141.9671,0.0,0.0,16.6667
JAIBA,114.2857,124.3493,0.0,0.0,0.0
JANAUBA,0.0,142.8571,0.0,0.0,0.0
JANUARIA,175.0,142.8571,0.0,0.0,0.0
JEQUERI,34.375,129.7959,0.0,0.0,0.0
JEQUITINHONHA,20.0,141.3293,0.0,0.0,0.0
JOAO MONLEVADE,0.0,142.8571,0.0,0.0,0.0
JOAO PINHEIRO,0.0,142.8571,0.0,0.0,0.0
JUIZ DE FORA,0.0,142.8571,0.0,0.0,0.0
LAGOA DA PRATA,0.0,136.8039,0.0,0.0,0.0
LAGOA SANTA,0.0,142.8571,0.0,0.0,0.0
LAJINHA,0.0,142.8571,0.0,0.0,0.0
LAMBARI,0.0,142.8571,0.0,0.0,0.0
LAVRAS,0.0,142.4176,0.0,0.0,0.0
LEOPOLDINA,0.0,137.3626,0.0,0.0,0.0
LIMA DUARTE,63.6364,142.8571,0.0,0.0,0.0
LUZ,0.0,142.8571,0.0,0.0,0.0
MACHADO,0.0,142.8571,0.0,0.0,0.0
MALACACHETA,0.0,142.8571,0.0,0.0,0.0
MANGA,0.0,141.9048,0.0,0.0,0.0
MANHUACU,100.0,141.7531,0.0,0.0,100.0
MANHUMIRIM,58.8235,142.8571,0.0,0.0,0.0
MANTENA,0.0,142.8571,0.0,0.0,0.0
MAR DE ESPANHA,42.1053,140.7249,0.0,0.0,0.0
MARIANA,118.5185,132.8413,0.0,0.0,0.0
MATEUS LEME,11.7647,142.4946,0.0,0.0,0.0
MATIAS BARBOSA,0.0,142.8571,0.0,0.0,0.0
MATOZINHOS,0.0,139.6104,0.0,0.0,0.0
MEDINA,0.0,142.8571,0.0,0.0,0.0
MESQUITA,0.0,136.9594,0.0,0.0,50.0
MINAS NOVAS,33.3333,141.6413,0.0,0.0,0.0
MIRAI,0.0,0.0,0.0,0.0,0.0
MONTALVANIA,26.6667,127.1091,0.0,0.0,0.0
MONTE ALEGRE DE MINAS,83.3333,138.7521,0.0,0.0,0.0
MONTE AZUL,0.0,142.8571,0.0,0.0,100.0
MONTE CARMELO,16.6667,141.1463,0.0,0.0,0.0
MONTE SIAO,0.0,142.8571,0.0,0.0,0.0
MONTES CLAROS,0.0,142.6458,0.0,0.0,0.0
MURIAE,3.7736,139.1129,0.0,0.0,0.0
MUTUM,0.0,142.8571,0.0,0.0,0.0
MUZAMBINHO,0.0,141.8294,0.0,0.0,0.0
NANUQUE,51.8519,116.9435,0.0,0.0,0.0
NEPOMUCENO,0.0,142.8571,0.0,0.0,0.0
NOVA ERA,0.0,137.1429,0.0,0.0,0.0
NOVA LIMA,8.6957,134.6351,0.0,0.0,0.0
NOVA PONTE,30.0,131.6212,0.0,0.0,0.0
NOVA SERRANA,0.0,81.6327,0.0,0.0,0.0
NOVO CRUZEIRO,375.0,135.785,0.0,0.0,0.0
OLIVEIRA,0.0,141.5584,0.0,0.0,0.0
OURO FINO,50.0,142.8571,0.0,0.0,0.0
OURO PRETO,25.0,142.8571,0.0,0.0,0.0
PALMA,5.8824,126.2136,0.0,0.0,0.0
PARA DE MINAS,2.2727,132.2625,0.0,0.0,0.0
PARACATU,0.0,142.8571,0.0,0.0,0.0
PARAISOPOLIS,0.0,139.6825,0.0,0.0,0.0
PARAOPEBA,0.0,142.8571,0.0,0.0,0.0
PASSA TEMPO,0.0,142.8571,0.0,0.0,0.0
PASSOS,0.0,141.7582,0.0,0.0,0.0
PATOS DE MINAS,0.0,141.8067,0.0,0.0,0.0
PATROCINIO,83.3333,142.0043,0.0,0.0,0.0
PECANHA,0.0,142.3414,0.0,0.0,0.0
PEDRA AZUL,0.0,142.3662,0.0,0.0,0.0
PEDRO LEOPOLDO,181.8182,133.3729,0.0,0.0,0.0
PERDIZES,0.0,129.8701,0.0,0.0,0.0
PIRANGA,0.0,142.8571,0.0,0.0,0.0
PIRAPORA,0.0,142.2466,0.0,0.0,0.0
PITANGUI,0.0,142.8571,0.0,0.0,0.0
PIUMHI,0.0,138.9961,0.0,0.0,0.0
POCOS DE CALDAS,16.6667,142.4406,0.0,0.0,0.0
POMPEU,50.0,142.8571,0.0,0.0,0.0
PONTE NOVA,11.6279,142.8571,0.0,0.0,0.0
PORTEIRINHA,0.0,142.8571,0.0,0.0,0.0
POUSO ALEGRE,0.0,142.4689,0.0,0.0,0.0
PRADOS,33.3333,142.8571,0.0,0.0,0.0
PRATA,0.0,142.8571,0.0,0.0,0.0
PRATAPOLIS,0.0,141.5701,0.0,0.0,0.0
PRESIDENTE OLEGARIO,0.0,142.8571,0.0,0.0,0.0
RAUL SOARES,0.0,142.8571,0.0,0.0,0.0
RESENDE COSTA,0.0,141.5584,0.0,0.0,0.0
RESPLENDOR,5.8824,138.3728,0.0,0.0,0.0
RIBEIRAO DAS NEVES,0.0,142.1283,0.0,0.0,0.0
RIO CASCA,0.0,142.8571,0.0,0.0,0.0
RIO NOVO,0.0,142.2902,0.0,0.0,0.0
RIO PARDO DE MINAS,160.0,137.3044,0.0,0.0,0.0
RIO POMBA,0.0,141.9501,0.0,0.0,0.0
RIO PRETO,0.0,142.2947,0.0,0.0,0.0
RIO VERMELHO,35.0,141.8853,0.0,0.0,0.0
SABARA,0.0,140.9692,0.0,0.0,0.0
SABINOPOLIS,0.0,142.8571,0.0,0.0,0.0
SACRAMENTO,0.0,142.8571,0.0,0.0,0.0
SALINAS,9.375,142.8571,0.0,0.0,0.0
SANTA MARIA DO SUACUI,800.0,142.8571,0.0,0.0,0.0
SANTA RITA DE CALDAS,0.0,141.9234,0.0,0.0,0.0
SANTA RITA DO SAPUCAI,29.0323,130.5495,0.0,0.0,0.0
SANTA VITORIA,0.0,142.8571,0.0,0.0,0.0
SANTO ANTONIO DO MONTE,0.0,142.8571,0.0,0.0,0.0
SANTOS DUMONT,75.0,98.2143,0.0,0.0,0.0
SAO DOMINGOS DO PRATA,0.0,142.8571,0.0,0.0,0.0
SAO FRANCISCO,0.0,142.8571,0.0,0.0,0.0
SAO GONCALO DO SAPUCAI,0.0,142.8571,0.0,0.0,0.0
SAO GOTARDO,0.0,135.8641,0.0,0.0,0.0
SAO JOAO DA PONTE,0.0,142.3729,0.0,0.0,0.0
SAO JOAO DEL REI,11.1111,140.3634,0.0,0.0,0.0
SAO JOAO EVANGELISTA,0.0,142.8571,0.0,0.0,0.0
SAO JOAO NEPOMUCENO,0.0,142.8571,0.0,0.0,0.0
SAO LOURENCO,0.0,142.8571,0.0,0.0,0.0
SAO ROMAO,0.0,142.8571,0.0,0.0,0.0
SAO SEBASTIAO DO PARAISO,0.0,142.8571,0.0,0.0,0.0
SENADOR FIRMINO,0.0,142.8571,0.0,0.0,0.0
SERRO,0.0,142.8571,0.0,0.0,0.0
SETE LAGOAS,25.0,139.6976,0.0,0.0,0.0
TAIOBEIRAS,0.0,142.8571,0.0,0.0,0.0
TARUMIRIM,0.0,136.3636,0.0,0.0,0.0
TEIXEIRAS,0.0,141.7582,0.0,0.0,0.0
TEOFILO OTONI,53.5211,138.0566,0.0,0.0,0.0
TIMOTEO,147.619,140.4562,0.0,0.0,0.0
TRES CORACOES,0.0,142.0807,0.0,0.0,0.0
TRES MARIAS,0.0,119.3182,0.0,0.0,0.0
TRES PONTAS,0.0,142.8571,0.0,0.0,0.0
TUPACIGUARA,0.0,141.7411,0.0,0.0,0.0
TURMALINA,66.6667,142.8571,0.0,0.0,0.0
UBA,0.0,138.0145,0.0,0.0,0.0
UBERABA,0.0,142.1769,0.0,0.0,0.0
UBERLANDIA,42.8571,142.0385,0.0,0.0,15.0
UNAI,0.0,141.258,0.0,0.0,0.0
VARGINHA,0.0,136.8521,0.0,0.0,0.0
VARZEA DA PALMA,39.2857,142.3358,0.0,0.0,0.0
VAZANTE,12.5,142.8571,0.0,0.0,0.0
VESPASIANO,0.0,142.8571,0.0,0.0,0.0
VIRGINOPOLIS,3.2258,142.8571,0.0,0.0,0.0
VISCONDE DO RIO BRANCO,0.0,142.3119,0.0,0.0,0.0
BOA ESPERANCA,230.0,132.5397,0.0,0.0,0.0
CLAUDIO,100.0,142.8571,0.0,0.0,0.0
MONTE SANTO DE MINAS,0.0,142.8571,0.0,0.0,0.0
NOVA RESENDE,0.0,142.8571,0.0,0.0,0.0
PERDOES,0.0,142.8571,0.0,0.0,0.0
RIO PIRACICABA,0.0,0.0,0.0,0.0,0.0
AMAMBAI,0.0,142.8571,0.0,0.0,0.0
ANASTÁCIO,0.0,141.3043,0.0,0.0,0.0
APARECIDA DO TABOADO,0.0,142.8571,0.0,0.0,0.0
AQUIDAUANA,200.0,142.8571,0.0,0.0,0.0
BANDEIRANTES,0.0,142.2619,0.0,0.0,0.0
BATAGUASSU,100.0,142.8571,0.0,0.0,0.0
BELA VISTA,400.0,137.931,0.0,0.0,33.3333
BONITO,0.0,142.3201,0.0,0.0,0.0
BRASILÂNDIA,100.0,126.3736,0.0,0.0,0.0
CAARAPO,100.0,142.8571,0.0,0.0,0.0
CAMAPUA,0.0,142.8571,0.0,0.0,0.0
CAMPO GRANDE,66.129,140.7214,0.0,0.0,0.0
CASSILANDIA,100.0,142.8571,0.0,0.0,0.0
CHAPADAO DO SUL,0.0,142.8571,0.0,0.0,0.0
CORUMBA,20.0,140.3856,0.0,0.0,0.0
COSTA RICA,0.0,142.8571,0.0,0.0,0.0
COXIM,0.0,142.8571,0.0,0.0,0.0
DEODAPOLIS,0.0,142.8571,0.0,0.0,0.0
DOURADOS,900.0,142.8571,0.0,0.0,100.0
ELDORADO,450.0,142.8571,0.0,0.0,0.0
FATIMA DO SUL,0.0,142.8571,0.0,0.0,0.0
IVINHEMA,0.0,142.8571,0.0,0.0,0.0
JARDIM,0.0,142.1092,0.0,0.0,0.0
MARACAJU,0.0,142.8571,0.0,0.0,0.0
MIRANDA,0.0,142.8571,0.0,0.0,0.0
NAVIRAI,300.0,133.4895,0.0,0.0,0.0
NIOAQUE,60.0,142.8571,0.0,0.0,100.0
NOVA ANDRADINA,100.0,142.2644,0.0,0.0,0.0
PARANAIBA,700.0,141.7989,0.0,0.0,0.0
PONTA PORA,700.0,142.8571,0.0,0.0,100.0
PORTO MURTINHO,0.0,142.8571,0.0,0.0,0.0
RIBAS DO RIO PARDO,0.0,142.8571,0.0,0.0,0.0
RIO BRILHANTE,50.0,142.8571,0.0,0.0,0.0
RIO VERDE DE MATO GROSSO,0.0,142.8571,0.0,0.0,100.0
SAO GABRIEL DO OESTE,0.0,141.3844,0.0,0.0,0.0
SIDROLANDIA,0.0,142.0068,0.0,0.0,0.0
SONORA,0.0,141.7051,0.0,0.0,0.0
TRES LAGOAS,400.0,142.8571,0.0,0.0,50.0
ÁGUA CLARA,0.0,142.8571,0.0,0.0,0.0
ALTA FLORESTA,0.0,142.8571,0.0,0.0,0.0
ALTO ARAGUAIA,0.0,142.8571,0.0,0.0,0.0
ARAPUTANGA,0.0,142.8571,0.0,0.0,0.0
ARENAPOLIS,0.0,142.8571,0.0,0.0,0.0
ARIPUANA,0.0,142.8571,0.0,0.0,0.0
BARRA DO BUGRES,0.0,142.1092,0.0,0.0,0.0
BARRA DO GARCAS,0.0,142.8571,0.0,0.0,0.0
BRASNORTE,0.0,142.8571,0.0,0.0,0.0
CACERES,0.0,104.3956,0.0,0.0,0.0
CAMPO NOVO DO PARECIS,0.0,142.8571,0.0,0.0,0.0
CAMPO VERDE,0.0,141.8853,0.0,0.0,0.0
CHAPADA DOS GUIMARAES,0.0,142.8571,0.0,0.0,0.0
CLAUDIA,0.0,142.8571,0.0,0.0,0.0
COLIDER,0.0,142.8571,0.0,0.0,0.0
COMODORO,0.0,142.8571,0.0,0.0,0.0
COTRIGUACU,0.0,142.8571,0.0,0.0,0.0
CUIABA,0.0,140.0922,0.0,0.0,0.0
DIAMANTINO,0.0,142.8571,0.0,0.0,0.0
GUARANTA DO NORTE,0.0,142.8571,0.0,0.0,0.0
GUIRATINGA,0.0,142.8571,0.0,0.0,0.0
JACIARA,0.0,135.2381,0.0,0.0,0.0
JUARA,0.0,142.8571,0.0,0.0,0.0
JUINA,0.0,142.8571,0.0,0.0,0.0
LUCAS DO RIO VERDE,0.0,142.8571,0.0,0.0,0.0
MIRASSOL D OESTE,0.0,142.8571,0.0,0.0,0.0
NOVA MONTE VERDE,0.0,142.8571,0.0,0.0,0.0
NOVA MUTUM,0.0,142.8571,0.0,0.0,0.0
NOVA XAVANTINA,0.0,71.4286,0.0,0.0,0.0
PARANATINGA,0.0,142.8571,0.0,0.0,0.0
PEDRA PRETA,0.0,142.8571,0.0,0.0,0.0
PEIXOTO DE AZEVEDO,0.0,142.2594,0.0,0.0,0.0
POCONE,0.0,141.3994,0.0,0.0,0.0
PONTES E LACERDA,0.0,141.7097,0.0,0.0,0.0
PORTO ALEGRE DO NORTE,0.0,142.8571,0.0,0.0,0.0
POXOREO,0.0,142.8571,0.0,0.0,0.0
PRIMAVERA DO LESTE,0.0,142.2306,0.0,0.0,0.0
QUERENCIA,0.0,137.0262,0.0,0.0,0.0
RONDONOPOLIS,0.0,142.8571,0.0,0.0,0.0
ROSARIO OESTE,0.0,142.8571,0.0,0.0,0.0
SANTO ANTONIO DO LEVERGER,0.0,142.8571,0.0,0.0,0.0
SAO FELIX DO ARAGUAIA,0.0,142.8571,0.0,0.0,0.0
SAO JOSE DO RIO CLARO,0.0,141.7989,0.0,0.0,0.0
SAO JOSE DOS QUATRO MARCOS,0.0,142.8571,0.0,0.0,0.0
SAPEZAL,0.0,141.7666,0.0,0.0,0.0
